"fips"	"polyname"
17067	"illinois,hancock"
17069	"illinois,hardin"
17071	"illinois,henderson"
17073	"illinois,henry"
17075	"illinois,iroquois"
17077	"illinois,jackson"
17079	"illinois,jasper"
17081	"illinois,jefferson"
17083	"illinois,jersey"
17085	"illinois,jo daviess"
17087	"illinois,johnson"
17089	"illinois,kane"
17091	"illinois,kankakee"
17093	"illinois,kendall"
17095	"illinois,knox"
17097	"illinois,lake"
17099	"illinois,la salle"
17101	"illinois,lawrence"
17103	"illinois,lee"
17105	"illinois,livingston"
17107	"illinois,logan"
17109	"illinois,mcdonough"
17111	"illinois,mchenry"
17113	"illinois,mclean"
17115	"illinois,macon"
17117	"illinois,macoupin"
17119	"illinois,madison"
17121	"illinois,marion"
17123	"illinois,marshall"
17125	"illinois,mason"
17127	"illinois,massac"
17129	"illinois,menard"
17131	"illinois,mercer"
17133	"illinois,monroe"
17135	"illinois,montgomery"
17137	"illinois,morgan"
17139	"illinois,moultrie"
17141	"illinois,ogle"
17143	"illinois,peoria"
17145	"illinois,perry"
17147	"illinois,piatt"
17149	"illinois,pike"
17151	"illinois,pope"
17153	"illinois,pulaski"
17155	"illinois,putnam"
17157	"illinois,randolph"
17159	"illinois,richland"
17161	"illinois,rock island"
17163	"illinois,st clair"
17165	"illinois,saline"
17167	"illinois,sangamon"
17169	"illinois,schuyler"
17171	"illinois,scott"
17173	"illinois,shelby"
17175	"illinois,stark"
17177	"illinois,stephenson"
17179	"illinois,tazewell"
17181	"illinois,union"
17183	"illinois,vermilion"
17185	"illinois,wabash"
17187	"illinois,warren"
17189	"illinois,washington"
17191	"illinois,wayne"
17193	"illinois,white"
17195	"illinois,whiteside"
17197	"illinois,will"
17199	"illinois,williamson"
17201	"illinois,winnebago"
17203	"illinois,woodford"
18001	"indiana,adams"
18003	"indiana,allen"
18005	"indiana,bartholomew"
18007	"indiana,benton"
18009	"indiana,blackford"
18011	"indiana,boone"
18013	"indiana,brown"
18015	"indiana,carroll"
18017	"indiana,cass"
18019	"indiana,clark"
18021	"indiana,clay"
18023	"indiana,clinton"
18025	"indiana,crawford"
18027	"indiana,daviess"
18029	"indiana,dearborn"
18031	"indiana,decatur"
18033	"indiana,de kalb"
18035	"indiana,delaware"
18037	"indiana,dubois"
18039	"indiana,elkhart"
18041	"indiana,fayette"
18043	"indiana,floyd"
18045	"indiana,fountain"
18047	"indiana,franklin"
18049	"indiana,fulton"
18051	"indiana,gibson"
18053	"indiana,grant"
18055	"indiana,greene"
18057	"indiana,hamilton"
18059	"indiana,hancock"
18061	"indiana,harrison"
18063	"indiana,hendricks"
18065	"indiana,henry"
18067	"indiana,howard"
18069	"indiana,huntington"
18071	"indiana,jackson"
18073	"indiana,jasper"
18075	"indiana,jay"
18077	"indiana,jefferson"
18079	"indiana,jennings"
18081	"indiana,johnson"
18083	"indiana,knox"
18085	"indiana,kosciusko"
18087	"indiana,lagrange"
18089	"indiana,lake"
18091	"indiana,la porte"
18093	"indiana,lawrence"
18095	"indiana,madison"
18097	"indiana,marion"
18099	"indiana,marshall"
18101	"indiana,martin"
18103	"indiana,miami"
18105	"indiana,monroe"
18107	"indiana,montgomery"
18109	"indiana,morgan"
18111	"indiana,newton"
18113	"indiana,noble"
18115	"indiana,ohio"
18117	"indiana,orange"
18119	"indiana,owen"
18121	"indiana,parke"
18123	"indiana,perry"
18125	"indiana,pike"
18127	"indiana,porter"
18129	"indiana,posey"
18131	"indiana,pulaski"
18133	"indiana,putnam"
18135	"indiana,randolph"
18137	"indiana,ripley"
18139	"indiana,rush"
18141	"indiana,st joseph"
18143	"indiana,scott"
18145	"indiana,shelby"
18147	"indiana,spencer"
18149	"indiana,starke"
18151	"indiana,steuben"
18153	"indiana,sullivan"
18155	"indiana,switzerland"
18157	"indiana,tippecanoe"
18159	"indiana,tipton"
18161	"indiana,union"
18163	"indiana,vanderburgh"
18165	"indiana,vermillion"
18167	"indiana,vigo"
18169	"indiana,wabash"
18171	"indiana,warren"
18173	"indiana,warrick"
18175	"indiana,washington"
18177	"indiana,wayne"
18179	"indiana,wells"
18181	"indiana,white"
18183	"indiana,whitley"
19001	"iowa,adair"
19003	"iowa,adams"
19005	"iowa,allamakee"
19007	"iowa,appanoose"
19009	"iowa,audubon"
19011	"iowa,benton"
19013	"iowa,black hawk"
19015	"iowa,boone"
19017	"iowa,bremer"
19019	"iowa,buchanan"
19021	"iowa,buena vista"
19023	"iowa,butler"
19025	"iowa,calhoun"
19027	"iowa,carroll"
19029	"iowa,cass"
19031	"iowa,cedar"
19033	"iowa,cerro gordo"
19035	"iowa,cherokee"
19037	"iowa,chickasaw"
19039	"iowa,clarke"
19041	"iowa,clay"
19043	"iowa,clayton"
19045	"iowa,clinton"
19047	"iowa,crawford"
19049	"iowa,dallas"
19051	"iowa,davis"
19053	"iowa,decatur"
19055	"iowa,delaware"
19057	"iowa,des moines"
19059	"iowa,dickinson"
19061	"iowa,dubuque"
19063	"iowa,emmet"
19065	"iowa,fayette"
19067	"iowa,floyd"
19069	"iowa,franklin"
19071	"iowa,fremont"
19073	"iowa,greene"
19075	"iowa,grundy"
19077	"iowa,guthrie"
19079	"iowa,hamilton"
19081	"iowa,hancock"
19083	"iowa,hardin"
19085	"iowa,harrison"
19087	"iowa,henry"
19089	"iowa,howard"
19091	"iowa,humboldt"
19093	"iowa,ida"
19095	"iowa,iowa"
19097	"iowa,jackson"
19099	"iowa,jasper"
19101	"iowa,jefferson"
19103	"iowa,johnson"
19105	"iowa,jones"
19107	"iowa,keokuk"
19109	"iowa,kossuth"
19111	"iowa,lee"
19113	"iowa,linn"
19115	"iowa,louisa"
19117	"iowa,lucas"
19119	"iowa,lyon"
19121	"iowa,madison"
19123	"iowa,mahaska"
19125	"iowa,marion"
19127	"iowa,marshall"
19129	"iowa,mills"
19131	"iowa,mitchell"
19133	"iowa,monona"
19135	"iowa,monroe"
19137	"iowa,montgomery"
19139	"iowa,muscatine"
19141	"iowa,obrien"
19143	"iowa,osceola"
19145	"iowa,page"
19147	"iowa,palo alto"
19149	"iowa,plymouth"
19151	"iowa,pocahontas"
19153	"iowa,polk"
19155	"iowa,pottawattamie"
19157	"iowa,poweshiek"
19159	"iowa,ringgold"
19161	"iowa,sac"
19163	"iowa,scott"
19165	"iowa,shelby"
19167	"iowa,sioux"
19169	"iowa,story"
19171	"iowa,tama"
19173	"iowa,taylor"
19175	"iowa,union"
19177	"iowa,van buren"
19179	"iowa,wapello"
19181	"iowa,warren"
19183	"iowa,washington"
19185	"iowa,wayne"
19187	"iowa,webster"
19189	"iowa,winnebago"
19191	"iowa,winneshiek"
19193	"iowa,woodbury"
19195	"iowa,worth"
19197	"iowa,wright"
20001	"kansas,allen"
20003	"kansas,anderson"
20005	"kansas,atchison"
20007	"kansas,barber"
20009	"kansas,barton"
20011	"kansas,bourbon"
20013	"kansas,brown"
20015	"kansas,butler"
20017	"kansas,chase"
20019	"kansas,chautauqua"
20021	"kansas,cherokee"
20023	"kansas,cheyenne"
20025	"kansas,clark"
20027	"kansas,clay"
20029	"kansas,cloud"
20031	"kansas,coffey"
20033	"kansas,comanche"
20035	"kansas,cowley"
20037	"kansas,crawford"
20039	"kansas,decatur"
20041	"kansas,dickinson"
20043	"kansas,doniphan"
20045	"kansas,douglas"
20047	"kansas,edwards"
20049	"kansas,elk"
20051	"kansas,ellis"
20053	"kansas,ellsworth"
20055	"kansas,finney"
20057	"kansas,ford"
20059	"kansas,franklin"
20061	"kansas,geary"
20063	"kansas,gove"
20065	"kansas,graham"
20067	"kansas,grant"
20069	"kansas,gray"
20071	"kansas,greeley"
20073	"kansas,greenwood"
20075	"kansas,hamilton"
20077	"kansas,harper"
20079	"kansas,harvey"
20081	"kansas,haskell"
20083	"kansas,hodgeman"
20085	"kansas,jackson"
20087	"kansas,jefferson"
20089	"kansas,jewell"
20091	"kansas,johnson"
20093	"kansas,kearny"
20095	"kansas,kingman"
20097	"kansas,kiowa"
20099	"kansas,labette"
20101	"kansas,lane"
20103	"kansas,leavenworth"
20105	"kansas,lincoln"
20107	"kansas,linn"
20109	"kansas,logan"
20111	"kansas,lyon"
20113	"kansas,mcpherson"
20115	"kansas,marion"
20117	"kansas,marshall"
20119	"kansas,meade"
20121	"kansas,miami"
20123	"kansas,mitchell"
20125	"kansas,montgomery"
20127	"kansas,morris"
20129	"kansas,morton"
20131	"kansas,nemaha"
20133	"kansas,neosho"
20135	"kansas,ness"
20137	"kansas,norton"
20139	"kansas,osage"
20141	"kansas,osborne"
20143	"kansas,ottawa"
20145	"kansas,pawnee"
20147	"kansas,phillips"
20149	"kansas,pottawatomie"
20151	"kansas,pratt"
20153	"kansas,rawlins"
20155	"kansas,reno"
20157	"kansas,republic"
20159	"kansas,rice"
20161	"kansas,riley"
20163	"kansas,rooks"
20165	"kansas,rush"
20167	"kansas,russell"
20169	"kansas,saline"
20171	"kansas,scott"
20173	"kansas,sedgwick"
20175	"kansas,seward"
20177	"kansas,shawnee"
20179	"kansas,sheridan"
20181	"kansas,sherman"
20183	"kansas,smith"
20185	"kansas,stafford"
20187	"kansas,stanton"
20189	"kansas,stevens"
20191	"kansas,sumner"
20193	"kansas,thomas"
20195	"kansas,trego"
20197	"kansas,wabaunsee"
20199	"kansas,wallace"
20201	"kansas,washington"
20203	"kansas,wichita"
20205	"kansas,wilson"
20207	"kansas,woodson"
20209	"kansas,wyandotte"
21001	"kentucky,adair"
21003	"kentucky,allen"
21005	"kentucky,anderson"
21007	"kentucky,ballard"
21009	"kentucky,barren"
21011	"kentucky,bath"
21013	"kentucky,bell"
21015	"kentucky,boone"
21017	"kentucky,bourbon"
21019	"kentucky,boyd"
21021	"kentucky,boyle"
21023	"kentucky,bracken"
21025	"kentucky,breathitt"
21027	"kentucky,breckinridge"
21029	"kentucky,bullitt"
21031	"kentucky,butler"
21033	"kentucky,caldwell"
21035	"kentucky,calloway"
21037	"kentucky,campbell"
21039	"kentucky,carlisle"
21041	"kentucky,carroll"
21043	"kentucky,carter"
21045	"kentucky,casey"
21047	"kentucky,christian"
21049	"kentucky,clark"
21051	"kentucky,clay"
21053	"kentucky,clinton"
21055	"kentucky,crittenden"
21057	"kentucky,cumberland"
21059	"kentucky,daviess"
21061	"kentucky,edmonson"
21063	"kentucky,elliott"
21065	"kentucky,estill"
21067	"kentucky,fayette"
21069	"kentucky,fleming"
21071	"kentucky,floyd"
21073	"kentucky,franklin"
21075	"kentucky,fulton"
21077	"kentucky,gallatin"
21079	"kentucky,garrard"
21081	"kentucky,grant"
21083	"kentucky,graves"
21085	"kentucky,grayson"
21087	"kentucky,green"
21089	"kentucky,greenup"
21091	"kentucky,hancock"
21093	"kentucky,hardin"
21095	"kentucky,harlan"
21097	"kentucky,harrison"
21099	"kentucky,hart"
21101	"kentucky,henderson"
21103	"kentucky,henry"
21105	"kentucky,hickman"
21107	"kentucky,hopkins"
21109	"kentucky,jackson"
21111	"kentucky,jefferson"
21113	"kentucky,jessamine"
21115	"kentucky,johnson"
21117	"kentucky,kenton"
21119	"kentucky,knott"
21121	"kentucky,knox"
21123	"kentucky,larue"
21125	"kentucky,laurel"
21127	"kentucky,lawrence"
21129	"kentucky,lee"
21131	"kentucky,leslie"
21133	"kentucky,letcher"
21135	"kentucky,lewis"
21137	"kentucky,lincoln"
21139	"kentucky,livingston"
21141	"kentucky,logan"
21143	"kentucky,lyon"
21145	"kentucky,mccracken"
21147	"kentucky,mccreary"
21149	"kentucky,mclean"
21151	"kentucky,madison"
21153	"kentucky,magoffin"
21155	"kentucky,marion"
21157	"kentucky,marshall"
21159	"kentucky,martin"
21161	"kentucky,mason"
21163	"kentucky,meade"
21165	"kentucky,menifee"
21167	"kentucky,mercer"
21169	"kentucky,metcalfe"
21171	"kentucky,monroe"
21173	"kentucky,montgomery"
21175	"kentucky,morgan"
21177	"kentucky,muhlenberg"
21179	"kentucky,nelson"
21181	"kentucky,nicholas"
21183	"kentucky,ohio"
21185	"kentucky,oldham"
21187	"kentucky,owen"
21189	"kentucky,owsley"
21191	"kentucky,pendleton"
21193	"kentucky,perry"
21195	"kentucky,pike"
21197	"kentucky,powell"
21199	"kentucky,pulaski"
21201	"kentucky,robertson"
21203	"kentucky,rockcastle"
21205	"kentucky,rowan"
21207	"kentucky,russell"
21209	"kentucky,scott"
21211	"kentucky,shelby"
21213	"kentucky,simpson"
21215	"kentucky,spencer"
21217	"kentucky,taylor"
21219	"kentucky,todd"
21221	"kentucky,trigg"
21223	"kentucky,trimble"
21225	"kentucky,union"
21227	"kentucky,warren"
21229	"kentucky,washington"
